ilan_linki,aciklama
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion/yetkili-servis-bakilmi/30508138,Aracımda değişen boya hasar kaydı ezik cizik yoktur aracım yetkili servis bakımlıdır 120bin kmde yetkili servisde ağır bakım yapılmıştır aracın 2inci sahibiyim araç içerisinde yanık yırtık deformasyon yoktur emsali zor bulunur temizlikte
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2019-model/29781467,"Sunroof vardır  
Koltuklar bej rengidir"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2011-model/29639922,"ARACIM ÇOK TEMİZ OLUP DEĞİŞENİ YOKTUR !! SÖK TAKLAR AYAR İÇİN YAPILMIŞTIR BÜTÜN AĞIR BAKIMLARI YAPILDI

İÇ DÖŞEMELERİNDE YANIK YIRTIK YOKTUR  
-YAĞ VE SIVI BAKIMLARI YENİ   
-TRİGER YENİ  
-BASKI BALATA YENİ  
-AKÜ SIFIR  
-4 LASTİK SIFIR

-AMARTİSÖRLER YENİ

-ŞANZIMAN YAĞI YENİ

-PETEKLER TEMİZLENDİ

ARACIMDA DEĞİŞEN YOK EXPER RAPORU MEVCUTTUR.HASAR KAYDI 8 BİN TL DİR.

MANTIK DAHİLİNDE SADECE OTOMATİK ARAÇ TAKASI OLUR

NOT: EKSPERTİZ RAPORUNDA YAZILAN SORUNLAR GİDERİLMİŞTİR MOTOR ŞANZIMAN YÜRÜYEN ÇOK İYİ DURUMDADIR.

HERHANGİ BİR ACİLİYETİ YOKTUR SAÇMA FİYATLAR VERMEYİN LÜTFEN"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-hatasiz-boyasiz-190-bin-kmde/30548688,"2015 model HATASIZ BOYASIZ 190 bin km’de olup orijinal kilometresi   
Araçta ezik çizik yok  
Led far far yıkama katlanır Ayna mevcuttur   
İçi bej içinde yanık yırtık leke yoktur   
Araç yürüyen motor aksamı sorunsuz   
Alıcısına hayırlı olsun"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/ozsan-otomotivden-sadece-109-000-kmde-boyasiz-cam-tavanli/30840875,"​  

**KREDİ KARTI GEÇERLİDİR. WORLD KARTA TAKSİT İMKANI VARDIR.**

**ARAÇLARIMIZ GÜNCEL EKSPERTİZLİ VE KM GARANTİLİDİR**.

!! **ARAÇ FABRİKASYON OPSİYONLU ÖZEL SİPARİŞTİR.R LİNE DÖNÜŞÜM HİGHLİNE ÖZELLİKLİDİR.**

**\* RLİNE JANT.**

**\* CAM TAVAN**

**\*ÖN VE ARKA PARK SENSÖRÜ ESKTRALI BİR ARAÇTIR.**

**ARAÇ:**2017  MODEL VOLKSWAGEN PASSAT  1.6  TDI

OTOMATİK VİTES

**YAKIT:DİZEL**  
**KM : SADECE 109.000 KM DE ﻿**

**TRAMER KAYDI :** **HASAR KAYDI YOKTUR.**

**EKSPERTİZ** :​

**ARAÇTA BOYA VE DEĞİŞEN YOKTUR.**

İÇ KONDİSYONU ÇOK DÜZGÜNDÜR.

**ŞASE PODYE DİREKLERDE HERHANGİ BİR İŞLEM YOKTUR.**  
   
 ALANIN KURUŞ MASRAF ETMEDEN BİNECEĞİ BİR ARAÇTIR.

LASTİK DURUMU ÇOK İYİDİR.

 **İSTENİLEN EKSPERTİZE AÇIKTIR.**

**ŞANZIMANINDA EN UFAK BİR TİTREME VURUNTU YOKTUR.**

 **VİZESİ**:**SIFIR VİZELİDİR.**

**YAĞ BAKIMLARI YENİDİR.**

**\*BÜTÜN BAKIMLARI YENİ YAPILMIŞTIR.**  
 **PASTA CİLA BOYA KORUMASI YENİDİR.**  
**İÇ DETAY TEMİZLİĞİ YAPILMIŞTIR.**  
**KONDİSYON OLARAK SIFIR TADINDA BİR ARAÇTIR.**  
**YÜRÜRÜ MOTORU ÇOK İYİ DURUMDADIR KAÇIRILMAYACAK BİR FIRSAT ARACIDIR.﻿**  
**ÖZŞAN OTOMOTİV GÜVENCESİYLE HAYALİNİZDEKİ ARACA SAHİP OLUN.**"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2017-model/30175010,"**Sahibinden Tertemiz sorunsuz Aile arabası   
2017 VW PASSAT 1.6TDI HIGLINE DSG  
  
ARACIMIZ 149990 KM DEDİR. (Aktif kullanılıyor ) BAKIMLI VE MÜKEMMEL** KONDİSYONDADIR.  
  
**TAVAN VE BAGAJ HARİCİNDE  BOYA VARDIR  
  
Aracın kavrama - volan ve balataları 11.06.2025 de değiştirilmiştir.(Her 150 bin km de değişimi öneriliyor)  
  
 Hasar kaydı 3050 TL   
  
19.10.2026 tarihine kadar muayenesi vardır   
 Araç gönül rahatlığıyla binilebilecek temiz bir araçtır. Pazarlık usulüne göre yapılabilir.  
Yeni sahibine hayırlı olsun.**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/ikra-motor-s-2017-model-highline-passat-lansman-rengi/30828352,"**İKRA MOTOR'S ﻿**

**﻿EKSPERTİZ**

**SAĞ SOL YANLARDA BİR KAÇ PARÇ TEMİZLİK**

**BOYASI VAR HARİCİ HATASIZ**

**TRAMER**

**30.000₺**

ARAÇLARIMIZA 12-24-36-48 AY'A VARAN KREDİ İŞLEMLERİ TARAFIMIZCA AYNI GÜN İÇİNDE YAPILMAKTADIR…

**AYRICA BÜTÜN KREDİ KARTLARINA 12  AY TAKSİT İMKANIMIZ MEVCUTTUR**

**ADRES**

İSTOÇ OTO TİCARET MERKEZİ K BLOK 

NO: 30 BAĞCILAR/İST

TEL: 05434412323

**ABDULLAH BEY**"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/30383858,"BAŞLICA ÖZELLİKLERİ

CAM TAVAN

KATLANIR AYNA

U LED FARLAR

İÇ KAHVERENGİ DÖŞEME

ÜÇ YÖNLÜ DİJİTAL KLİMA

AMBİYANS İÇ AYRINLATMA

GÜNDÜZ LETİ

HIZ SABİTLEYİCİ

FAR SENSÖRÜ

YAĞMUR SENSÖRÜ

ÖN ARKA KOL DAYAMA

START STOP

F 1 VİTES

YOKUŞ KALKIŞ DESTEĞİ

USB-AUX- BLUETOOTH-RADYO

KLİMA

YOL BİLGİSAYARI

LASTİK BASINÇ SENSÖRÜ

SOĞUTMALI TORPİDO

YOKUŞ KALKIŞ DESTEĞİ

4 CAM OTOMATİK

OTOMATİK KARARAN DİKİZ AYNALARI

YÖNE DUYARLI SİS FARI

YOL BİLGİSAYARI

DERİ FONKSİYONEL AYARLANABİLİR DİREKSİYON

İSOFİX

KM 215.000

Exper durumu;

Araçta

değişen yoktur

Boyalı parça yoktur

Hasar kaydı yoktur

Sadece Sağ arka kapı ve çamurluk arasında  kuru çekiçle ufak bir düzeltme var.

Muayenesi;

01.01.2027 ya kader geçerli

Performansı mükemmel

Şanzımanda hiç bir sıkıntı yoktur

İstediğiniz Expere gösterebilirsiniz

Pilot Garage tarafından Exper raporları mevcuttur. Ön lastikler sıfır arka Lastikleri iyi durumdadır. Hihgline jantları vardır. Aküsü sıfır garantisi var 2 yıl."
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2016-model/29853070,"Aracim aile aracidir temiz bakimli  
Sadce 3 tane lokal ekspertiz resimleri var  
Aracim haylant dolusu   
Jant  
Far  
Far yikama  
Tablet ekran  
20 bin hasar kaydi var   
Takas düşünülür   
Arac ankara ve istanbulda olur  
Numara annemin yazarsaniz hemen dönüş yapacağım"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/basak-otomotiv-2-el-den-degisensiz-tramersiz-passat-87-bin-km/30870242,"Başak Otomotiv 2.EL’den

2018 Volkswagen Passat Comfortline

1598 cc 120 Hp

Orjinal 87 Bin Kilometre

Trafik Çıkış 18.03.2019

Değişensiz Tramersiz

Aracımız Bakımlı ve Temizdir

Temizlik Amaçlı Sağ ve Sol Yan Kısımlarında Çizik Boyası Vardır

Bakımları Tam ve Eksiksiz Şanzuman ve Vites Geçişleri Kusursuzdur

Yedek Anahtar ve Kitapçıkları Mevcuttur

Tüvtürk Muayene 28.08.2025 Tarihine Kadar Geçerlidir

Özellikler ;

7 İleri Dsg

Ön ve Arka Park Sensörü

F1 Vites

17 inc Alaşım Jant

Elektrikli Park Freni

Anahtarsız Çalıştırma

Far Sensörü

Yağmur Sensörü

Elektrikli Bel Destekli Sürücü Koltuğu

Çift Yönlü Digital Klima

Abs - Asr - Esp

Bluetooth

Yol Bilgisayarı

Hız Sabitleyici

Tablet Ekran

Start Stop

İsofix

Ön ve Arka Kol Dayama

Lastik Basınç Sensörü

Auto Hold

Fonksiyonel Deri Direksiyon

BEKİR ONUR BIÇAK

0534 362 91 93

Seyitnizam Mahallesi Demirciler Sitesi 10.yol No : 6/8/12

Zeytinburnu İstanbul

İkinci EL Kara Taşıtları Yetki Belge No : 3409686"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2017-model/28736630,Aracım 145\*\*\* binde sadece sağ ön çamurluk değişen ve şoför kapısı söktak olup 5000 TL tramer kaydı var içi bej
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/cankardesler-den-hesapli-dizel-otomatik-passat/30234877,Aracımızın motor mekanik yürüyeni sıkıntısız olup iki parça değişen üç parça boya vardır hasar kaydı yoktur aracımız takas olmaz nakit satılıktır fiyat uygun tutulmuştur detaylı bilgi için arayınız
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2014-model/30114644,2015cıkışlı 1deyisen camurluk sağda 2.5boya hasar kaydı 5bin harici hatasız
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/29797518,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2012-model/29769486,Degisensiz düşük kilometre içi bej özel dikim kılıf
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/fatih-otomotiv-den-2020-volkswagen-passat-1-6-tdi-business/30002202,"***FATİH OTOMOTİV'DEN***

***2020******MODEL***

***VOLKSWAGEN***

***PASSAT BUSİNESS***

***1.6 TDI***

***ARAÇ ÖZELLİKLERİ***

***ANAHTARSIZ ÇALIŞTIRMA***

***START&STOP***

***LED GÜNDÜZ FARLARI***

***KLİMA***

***8 RENKLİ TABLET DOKUNMATİK EKRAN***

***APPLE CAR PLAY***

***ANDROİD AUTO***

***AUTO HOLD***

***YOKUŞ KALKIŞ ASİSTANI***

***LED FARLAR***

***ÖN ARKA PARK SENSÖRLERİ***

***YOL BİLGİSAYARI***

***YOKUŞ KALKIŞ DESTEĞİ***

***YORGUNLUK ALGILAYICI***

***ELEKTRONİK EL FRENİ***

***OTOMATİK VİTES***

***ÖN KOL DAYAMA***

***ELEKTRİKLİ VE ISITMALI YAN AYNALAR***

***FAR VE YAĞMUR SENSÖRÜ***

***YOL BİLGİSAYARI***

***FONKSİYONEL DİREKSİYON***

***LASTİK BASINÇ SENSÖRÜ***

***İSOFİX***

***ARAÇ EXPER DURUMU***

***SOL İKİ BOYALI***

***SAG İKİ KAPI BOYALI***

***SAG ARKA CAMURLUK BOYALI***

***HASAR KAYDİ***

***28.800 TL***

***GELMEKTEDİR***

***************************************YEDEK ANAHTARİ VE KİTAPCIKLARİ***************************************

**********MEVCUTTUR**********

***************\*\*\*\*\*\*\*\*\*\*SATILIK\*\*\*\*\*\*\*\*\*\****************

***************![](https://i.imgflip.com/3izsbu.gif)***************"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/bakimli-2014-volkswagen-passat-1-6-tdi-comfortline-dsg/30879051,"ARAÇ ORJİNAL 245 BİN KM’DEDİR.  
  
ARAÇTA ÖN KAPUT VE SAĞ ÖN ÇAMURLUK DEĞİŞMİŞ OLUP SOL ARKA ÇAMURLUK TAM BAGAJ KAPAĞI LOKAL BOYALIDIR.

TRAMER KAYDI SADECE : 1,140 TL’DİR.  
ARACIN EXPERTİZ RAPORU , TRAMER SORGUSU , KM SORGUSU FOTOĞRAFLARDA MEVCUTTUR.  
  
ARACIN MOTOR ŞANZIMAN SORUNSUZ OLUP BAKIMLI VE MASRAFSIZDIR.

* ARAÇTA DONANIM

ÇİFT YÖNLÜ DİJİTAL KLİMA  
F 1 VİTES  
START STOP  
YOKUŞ KALKIŞ DESTEĞİ  
OTOMATİK YAĞMUR FAR SENSÖRÜ  
BÜYÜK EKRAN   
HIZ SABİTLEYİCİ  
ABS ASR ESP  
BLUETOOTH TELEFON BAĞLANTISI  
FONKSİYONEL DERİ DİREKSİYON  
PARK SENSÖRÜ   
ÇELİK JANT SİS LAMBASI VS MEVCUTTUR."
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-exclusive/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-exclusive-2013-model-acil-satilik/30287713,"2013 Passat B7 Makam Kasa. Fiyatı dibe çekmemin sebebi Alacağım arabayı bulduğum için acil satıyorum. aracın başında abartılmayacak şekilde cuzi pazarlık yapılır. kaputta yüzeysel macunsuz boya vardır kaput orjinal, sağ ve sol ön kapıda ayar için sök tak vardır, sağ ön çamurlukta avuç içi kadar lokal vardır .kaporta boya olarak temizdir. araç 105 liktir. üstüne para verebileceğimiz 2015 model üstü araçlara takas olur (superB, peugeot 3008, Tucson, BMW vb.)(aracımız fotoğraflardaki gibi diri ve temizdir, kapalı otopark arabasıdır, tüm bakımları zamanında yapılmıştır, ara ara kullandığımız tertemiz aile aracıdır 2013 model araba sonuçta sıfır bir araba değil ufak tefek şeyleri olabilir)"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/hatasiz-boyasiz-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-istanbul/30659320,"2015 PASSAT 1.6 TDİ BMT COMFORTLİNE DSG

HATASIZ BOYASIZ DEGİŞENSİZ HASAR KAYITSIZ

ARACIN BAKIMLARI ZAMANINDA DÜZENLİ OLARAK

ARACIMIZ İÇ VE DIŞ KONDİSYON OLARAK KUSURSUZ TEMİZLİKTEDİR

CAM TAVAN

LEDLİ MERCEKLİ FAR

18 DARTFORD JANT

HIZ SABİTLEYİCİ

FAR SENSÖRÜ

YAĞMUR SENSÖRÜ

ANAHTARSIZ ÇALIŞTIRMA

ÖN - ARKA PARK SENSÖRÜ

Kavrama

Voland

Yağ bakımı

Güçlendirilmiş dsg tüpü

Şanzıman yağı

Mekatronik yagı

Yukarıda yazan bakımları 2 bin km önce yapılmış olup faturası mevcuttur

Detaylı resimler hazırlanıyor"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/2017-model-hatasiz-1-6-tdi-dsg-impression-paket-b8-kasa-passat/30258800,"**ARAÇ BİLGİSİ**

**2017 MODEL 1.6 TDİ DSG**

**IMPRESSION PAKET B8 KASA PASSAT**

**BOYA KAPORTA BİLGİSİ**

**ARAÇTA BOYA HATA YOKTUR**

**SADECE BAGAJDA EL KADAR YAMA VAR**

**BAŞKA HATA YOKTUR**

**KM BİLGİSİ**

**ORJİNAL 249.000 KM DE**

**AKTİF BİNİLEN ARAÇTIR**

**KM DEĞİŞİKLİK GÖSTEREBİLİR**

**HASAR KAYDI BİLGİSİ**

**HASAR KAYDI YOKTUR**

**HER TÜRLÜ ARAÇLA TAKAS OLUR**

**İLETİŞİM**

**CEBRAİL YAŞAR**

**(((0544)))(((448)))(((27)))(((27)))**

**YER : GAZİANTEP**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/orhan-gazi-den-2016-model-degisensiz-1-6tdi-comfortline-passat/30384507,"**ORHAN GAZİ OTOMOTİV DEN**

**-2016 MODEL PASSAT 1.6TDI COMFORTLİNE DEĞİŞENSİZ**

**-MODEL YILI : 2016**

**-VİTES:OTOMATİK**

**-DIŞ RENK :BEYAZ**

**-İÇ RENK :SİYAH**

**-DÖŞEME :KUMAŞ**

**-KM:295.000**

**- DONANIMLAR -**

**DİJİTAL KLİMA**

**ELEKTRİKLİ FAAL AKSAMLAR**

**HIZ SABİTLEME**

**YOKUŞ KALKIŞ DESTEĞİ**

**FAR SENSÖRÜ**

**YAĞMUR SENSÖRÜ**

**PARK MANEVRA FRENİ**

**EKSPERTİZ DURUMU**

**-Motor, Şanzıman ve Yürüyen Aksamı Kusursuzdur**

-Şase Direkler Podyeler İŞLEMSİZ

**DEĞİŞENSİZ**

**YANLAR BOYALI EXPER RAPORU FOTORAFLARDA YÜKLÜ**

**HASAR SORGULAMA**

**- TRAMER KAYDI  8.500TL**

**DETAYLI BİLGİ İÇİN :**

**0531 822 85 14**

**0541 822 85 14**

**DİGER İLANLARIMIZ İÇİN**"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2018-model/30365658,Sadece sağ arka çamurluk boyalı gerisi hatasızdır hasar kaydı yok
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2019-model/29730361,"ARAÇ YETKİLİ SERVİS BALIMLIDIR.   
DEĞİŞENİ YOKTUR"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/onal-car-2017-passat-1-6-tdi-comfortline-ici-bej/30195534,"**ÖNAL CAR**

**2017**

**VW PASSAT 1.6 TDI DSG COMFORTLİNE 120 HP**

**142.000 KM**

**YEDEK ANAHTARI VE KİTAPÇIĞI MEVCUT**

**DONANIM ÖZELLİKLERİ**

GÖRSEL DESTEKLİ GERİ GÖRÜŞ

YOKUŞ KALKIŞ DESTEĞİ

 DOKUNMATIK EKRAN

MULTİMEDYA SİSTEMİ

NAVİGASYON SİSTEMİ

FONKSİYONEL DERİ DİREKSİYON

BEL DESTEKLİ ÖN KOLTUK

ÖZEL KUMAŞ KOLTUKLAR 

ÖN ARKA KOL DAYAMA

START-STOP

HIZ SABİTLEME

YOL BİLGİSAYARI

SOĞUTMALI TORPİDO

ÇİFT BÖLGE DİJİTAL KLİMA

MERCEKLİ ADAPTİF FAR

FAR SENSÖRÜ

YAĞMUR SENSÖRÜ

ALAŞIM JANTLAR

BLUETOOTH - USB - AUX 

ISOFİX

EKSPERTİZ & TRAMER 

**BOYA** : sol arka çamurluk, Bagaj , sağ arka kapı

**DEĞİŞEN** : sol ön çam , sol ön kapı

**TRAMER** : 12.000 TL 

**---------------------------------------**

**ANLAŞMALI OLDUĞUMUZ BİR ÇOK BANKA VE FİNANS KURULUŞLARINDAN TAŞIT KREDİSİ İMKANI**

**TAKAS VADE VE KREDİ KARTINA TAKSİT SEÇENEKLERİMİZ MEVCUTTUR.**

**TÜM ARAÇLARIMIZ KM VE EKSPERTİZ GARANTİLİDİR.**

**DİLEDİĞİNİZ YERE GÖSTEREBİLİRSİNİZ.**

**--------------------------------**

**ADRES**

**GÖZTEPE MAH. İSTOÇ OTO TİCARET MERKEZİ 6. CADDE**

**P- BLOK  NO : 24 BAĞCILAR / İSTANBUL**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/ht-motors-2017-passat-1-6tdi-otomatik/28049923,"~HT MOTORS~  
  
  
  
2017 Passat 1.6tdi bluemotion comfortline  
Standart comfortline donanıma ilave olarak, aracımızda ergoaktif koltuklar bulunmaktadır.  
  
Tüm ağır bakımları tarafımızca yaptırılmıştır. Yaşına göre emsalsiz temizliktedir.  
  
Alışverişlerinizde kredi kartı geçerlidir.  
Kendi bünyemizde 2-3 aya kadar senetle taksitlendirme ve takas seçeneğimiz mevcuttur.  
  
Detaylı bilgi için arayabilirsiniz."
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/hasayaz-otomotiv-busines-1-6-dizel-passat-hatasiz-ayarinda/30693006,"******![HASAYAZ OTOMOTİV](https://arabam.com/galeri/hasayaz-motors/stores/logos/17/56/03/1d7fc2f9cd9c43c9167650ec3deca6ee5f0af0ae.png)******

*********Neden Hasayaz Otomotiv*********?****

*********- satışa sunduğumuz tüm araçlar TSE belgeli ekspertiz firmaları tarafından kontrol edilmektedir. Sürprize yer yok.  
- bünyemizde ağır hasarlı , abartılı tramerli, yüksek kilometreli ve de yorgun araçlar satışa sunulmamaktadır.  
- satışa sunduğumuz tüm araçların iç - dış temizliği,koruma ve eksiklerinin giderilmesi tarafımızca hizmet olarak sunulur.  
-*******Hasayaz Otomotiv*******bünyesindeki tüm araçların eskpertiz raporları günceldir. Raporun aksine bir durumla karşılaşıldığında, siz değerli misafirlerimizin maddi mağduriyetinin tarafımızca karşılaşılanmasını görev biliriz.  
Herkese mutlu günler ve sağlık diliyoruz*********

****![](https://i.hizliresim.com/NL0g7Q.png)****

***********MARKA: WOLKSWAGENN***********

***********MODEL: 1.6TDİ BUSİNESS***********

***********YIL: ﻿2020***********

***********KİLOMETRE: 124.000km***********

***********VİTES: OTOMATİK***********

***********![](https://i.hizliresim.com/od48oQ.png)***********

**LEKTİRİKLİ KOLTUK**

**Bİ LED ZENON**

**TABLET EKRAN**

**ELEKTİRİKLİ BEL YASTIĞI**

**GÜNDÜZ FARLARI**

**ISITMALI YAN AYLANAR**

**FONKSİYONEL DİREKSİYON**

**ELEKTİRİKLİ EL FRENİ**

**START STOP**

**3 BÖLGE DİĞİTAL KLİMALI**

**FAR SENSÖRÜ YAĞMUR SENSÖRÜ**

**ÖN ARKA KOL DAYAMA**

**YOKUŞ KALKIŞ DESTEĞİ**

**LASTİK BASINC SENSÖRÜ**

**İSOFİX**

**YOL BİLGİSAYARI**

**HIZ SABİTLEYİCİ**

**YORGUNLUK TESPİTİ**

**HIZ SINIRLIYICI**

**AUX USB RADYO CD ÇALAR**

**CAR PLAY ANDROİD**

**BLUETOOTH**

**F 1**

**GÖRSEL PARK DESTEĞİ**

**ANAHTARSIZ ÇALIŞTIRMA**

**AUTO HOLD**

****![](https://i.hizliresim.com/nb0mZ5.png)****  
  

***ŞEMADA İŞARETLENMİŞTİR.***

***TRAMER : 87.000 PARÇA PARÇA HALİNDE***"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2016-model/30593688,Volkswagen Passat 1.6 TDi BlueMotion Comfortline
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/volkswagen-passat-1-6-dizel-otomatik-dusuk-km/29920448,"**VOLKSWAGEN PASSAT 1.6 TDI BlueMotion COMFORTLİNE OTOMATİK**

**BU FİYATA BU KONDİSYONDA BU KM de Yok**

**BÜTÜN BAKIMLARI GÜNÜ GÜNÜNE YAPILMIŞTIR. SON SIVI BAKIMI YENİ YAPILMIŞTIR.****MOTOR YÜRÜYEN GÜZELDİR.**

**ŞANZIMANDA VURUNTU TİTREME GEÇ DOLDURMA KESİNLİKLE YOKTUR.**

**KREDİ KARTI GEÇERLİDİR.Zıraat Karta 12 Ay Taksit Diğer Banka Kartlarına Tek Çekim**

**EXPER DURUMU**

**1 PARÇA KAPUT DEĞİŞEN, ÇAMURLUK BOYALIDIR.**

**İÇ KISIMLARDA İŞLEM DARBE KESİNLİKLE YOKTUR.**

**TRAMER 250 ₺ (İKİ YÜZ ELLİ TL)**

**ÖZELLİKLERİ**

**Yağmur Sensörü**

**Far sensörü**

**Elektrikli / Isıtmalı / Yan Aynalar**

**Isı Yalıtımlı Ön Cam**

**Koyu Karartılmış Arka Camlar**

**Ön Ve Arka Park Sensörü**

**Çift Bölgeli Otomatik Klima**

**Yükseklik ve Derinlik Ayarlı Direksiyon**

**Yol Bilgisayarı**

**Hız Sabitleme Sistemi (Cruise Control)**

**Çok Fonksiyonlu Deri Direksiyon**

**Deri Vites Topuzu**

**Ön / Arka Kol Dayama**

**Elektrikli Ön / Arka Camlar**

**Bluetooth**

**Kararan Dikiz Aynası**

**Elektrikli Park Freni**

**Sürücü Koltuğu Yükseklik Ayarı**

**Sürücü Koltuğu Bel Destek Ayarı**

**Ön / Arka Okuma Lambaları**

**Dijital Gösterge Paneli**

**ABS (Anti Blokaj Fren Sistemi) / ASR (Elektronik Patinaj Önleme Sistemi)**

**Lastik Basınç Uyarısı**

**Auto Hold (Yokuş Kalkış Destek Sistemi)**

**Uzaktan Kumandalı Merkezi Kilit Sistemi**

**ÇELİK Alaşımlı Jantlar..vs**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/1-59-oranla-kredi-karta-12-taksit-passat-comfortline-cam-tavan/30466626,"**YETKİ BELGE NO: 3401618**

**ALİ OĞLU OTOMOTİV ATAŞEHİR**

**HEMEN KREDİ BAŞVURUSU için**

**0 539 989 87 83**​

**KULLANILABİLİR KREDİ MİKTARI**

**1.99 ORANLA 12 AY KREDİ İMKANI**

**1.59 ORANLA  BANKADAN.BİREYSELE 12 AYA KADAR : 300.000 TL**

**OTOSORDAN KKB 1.50 PUAN OLAN KİŞİLER 1 MİLYON KADAR KREDİ**​

**TÜM KREDİ KARTLARINA 2.49 ORANLA 12 TAKSİT İMKANI**

KDV DAHİL %20 FATURA AVANTAJI  
\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_

2019

VOLKSWAGEN PASSAT

1.6 TDİ BLUEMOTION COMFORTLİNE DSG 120HP

TABLET EKRAN\_ CAM TAVAN

 + MAUN TRİMLER +LONDON CANTLAR

\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_

KAPUT DEGİŞEN

ARKA İKİ ÇAMURLUK SAĞ ÖN ÇAMURLUK BOYA

SAĞ İKİ KAPI SACI DEGİŞEN

TRAMER KAYDI

 3 BİN TL 

​"
