ilan_linki,aciklama,fiyat,ilan_no,ilan_tarihi,marka,seri,model,yıl,km,vites,yakıt,kasa,renk,motor_hacmi,motor_gücü,çekiş,boya_durumu,takasa_uygunluk,kimden,orjinal_parcalar,lokal_boyalı_parcalar,boyalı_parcalar,değişmiş_parcalar,belirtilmemiş_parcalar
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/30220990,Rline sistemler döseli ön tamponda ve ekranda r line yazıyor 2bin hasar kaydü var sağ çamurluk ve kput boyalı lokal boya,1600000,30220990.0,16 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,113.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,"Sağ Arka Çamurluk, Sağ Ön Çamurluk, Motor Kaputu",-,-,"Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/son-fiyat-memurdan-17bin-km-hatasiz-boyasiz-dizel-otomatik-passat/27776288,"ARAÇ SAHİBİNDEN KAPALI GARAJ ARABASI OLUP HATA BOYA YOKTUR.ARAÇ İÇERİSİNE BİNDİĞİNİZDE ARACIN SIFIR OLDUĞUNU GÖRÜRSÜNÜZ ORJİNAL 17.800 KMDEDİR.BU KMDE ORJİNAL GERÇEK DİZEL PASSAT TR SAYILIDIR.EVİN İKİNCİ ARACI SADECE MUAYENE VE BAKIMLARI İÇİN BELİRLİ ZAMANLARDA KU﻿LLANILMIŞTIR 4 ADET SIFIR LASTİK ÜZERİNDEDİR AKÜSÜ SIFIRDIR.BAKIMLARI VE MUAYNESİ YENİ YAPILMIŞTIR.YEDEK ANAHTARI KİTAPÇIKLARI VE FABRİKA PASPASLARI AÇILMAMIŞ BİLE.ARAÇ DIŞ KISMI ÜCRETİ ÖDENEREK COMFORTLINE YAPILMIŞTIR.

YENİ İMPRESSİONDAN FARKLARI

17 İNÇ İSTANBUL JANT

GERİ GÖRÜŞ KAMERASI

PASSAT ANALOG SAAT

CAM CERÇEVE NİKELAJI

YORGUNLIK ALGILAYICI

ÖN ARKA SİS FARLARI

KARARTILMIŞ ARKA CAMLAR

ÇOK FONKSİYONLU TABLET EKRAN MULTİMEDYA

OTOMATİK FRENLEME

VE BİLMEDİĞİM DİĞER ÖZELLİKLER

ARACIN DIŞI COMFORLİNE OLARAK YAPILMIŞTIR.",1750000,27776288.0,01 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019.0,15.995 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/ilk-sahibinden-68-binde-dizel-otomatik-volkswagen-passat-1-6-tdi-comfortline-2019-model/30279594,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2025000,30279594.0,17 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019.0,68.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun Değil,Sahibinden,-,-,-,Ön Tampon,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/akyol-otomotiv-den-2015-vw-passat-1-6-tdi-highline-dsg-cam-tavan/29930828,"# 

# AKYOL OTOMOTİV’DEN

**2015 MODEL**

**VOLKSWAGEN PASSAT**

**1.6 TDI BLUEMOTİON**

**HİGHLİNE****DSG**

***ÖZELLİKLER***

**PANORAMİK CAM TAVAN**

**TABLET EKRAN**

**HAYALET GÖSTERGE**

**ANAHTARSIZ GİRİŞ**

**MASAJLI SÜRÜCÜ KOLTUĞU**

**HAFIZALI SÜRÜCÜ KOLTU****Ğ****U**

**ÖN KOLTUK ISITMA**

**START&STOP**

**APP CAR PLAY**

**BEJ DÖ****Ş****EME**

**KATLANIR VE ISITMALI AYNA**

**LED FARLAR**

**FAR SENSÖRÜ**

**HIZ SAB****İ****TLEY****İ****C****İ**

**ELEKTR****İ****KL****İ****EL FREN****İ**

**ELEKTR****İ****KL****İ****AYNA**

**ÖN ARKA PARK SENSÖRÜ**

**YA****Ğ****MUR SENSÖRÜ**

**ABS – ESP –TCS**

**KL****İ****MA**

**ÖN - ARKA PARK MESAFE SENSÖRÜ**

**YOL B****İ****LG****İ****SAYARI**

**S****İ****S FARLARI**

**RADYO CD MP3 AUX-BLUETOUH**

**4 LASTİK %90 AYARINDADIR .**

**YETKİLİ SERVİS BAKIMLIDIR.**

**V.S**

***TRAMER B******İ******LG******İ******S******İ***

**ARACIMIZDA 4 PARÇA TAM BOYA**

**(SAĞ ÖN ÇAMURLUK,SAĞ ÖN KAPI,SAĞ ARKA KAPI,SAĞ ARKA ÇAMURLUK)**

**1 PARÇA LOKAL BOYA**

**(SOL ARKA ÇAMURLUK)**

***HASAR KAYIT B******İ******LG******İ******S******İ***

**2.750₺**

**PLAKA : 48 UM 177**

**KM   : 315.000**",1250000,29930828.0,28 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,315.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Arka Kaput, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Sol Arka Çamurluk,"Sağ Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sağ Ön Çamurluk",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion/yetkili-servis-bakilmi/30508138,Aracımda değişen boya hasar kaydı ezik cizik yoktur aracım yetkili servis bakımlıdır 120bin kmde yetkili servisde ağır bakım yapılmıştır aracın 2inci sahibiyim araç içerisinde yanık yırtık deformasyon yoktur emsali zor bulunur temizlikte,1570000,30508138.0,26 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion,2016.0,134.000 km,Otomatik,Dizel,Sedan,Sarı,,,,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2019-model/29781467,"Sunroof vardır  
Koltuklar bej rengidir",2140000,29781467.0,21 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019.0,29.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-hatasiz-boyasiz-190-bin-kmde/30548688,"2015 model HATASIZ BOYASIZ 190 bin km’de olup orijinal kilometresi   
Araçta ezik çizik yok  
Led far far yıkama katlanır Ayna mevcuttur   
İçi bej içinde yanık yırtık leke yoktur   
Araç yürüyen motor aksamı sorunsuz   
Alıcısına hayırlı olsun",1475000,30548688.0,28 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,190.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/ozsan-otomotivden-sadece-109-000-kmde-boyasiz-cam-tavanli/30840875,"​  

**KREDİ KARTI GEÇERLİDİR. WORLD KARTA TAKSİT İMKANI VARDIR.**

**ARAÇLARIMIZ GÜNCEL EKSPERTİZLİ VE KM GARANTİLİDİR**.

!! **ARAÇ FABRİKASYON OPSİYONLU ÖZEL SİPARİŞTİR.R LİNE DÖNÜŞÜM HİGHLİNE ÖZELLİKLİDİR.**

**\* RLİNE JANT.**

**\* CAM TAVAN**

**\*ÖN VE ARKA PARK SENSÖRÜ ESKTRALI BİR ARAÇTIR.**

**ARAÇ:**2017  MODEL VOLKSWAGEN PASSAT  1.6  TDI

OTOMATİK VİTES

**YAKIT:DİZEL**  
**KM : SADECE 109.000 KM DE ﻿**

**TRAMER KAYDI :** **HASAR KAYDI YOKTUR.**

**EKSPERTİZ** :​

**ARAÇTA BOYA VE DEĞİŞEN YOKTUR.**

İÇ KONDİSYONU ÇOK DÜZGÜNDÜR.

**ŞASE PODYE DİREKLERDE HERHANGİ BİR İŞLEM YOKTUR.**  
   
 ALANIN KURUŞ MASRAF ETMEDEN BİNECEĞİ BİR ARAÇTIR.

LASTİK DURUMU ÇOK İYİDİR.

 **İSTENİLEN EKSPERTİZE AÇIKTIR.**

**ŞANZIMANINDA EN UFAK BİR TİTREME VURUNTU YOKTUR.**

 **VİZESİ**:**SIFIR VİZELİDİR.**

**YAĞ BAKIMLARI YENİDİR.**

**\*BÜTÜN BAKIMLARI YENİ YAPILMIŞTIR.**  
 **PASTA CİLA BOYA KORUMASI YENİDİR.**  
**İÇ DETAY TEMİZLİĞİ YAPILMIŞTIR.**  
**KONDİSYON OLARAK SIFIR TADINDA BİR ARAÇTIR.**  
**YÜRÜRÜ MOTORU ÇOK İYİ DURUMDADIR KAÇIRILMAYACAK BİR FIRSAT ARACIDIR.﻿**  
**ÖZŞAN OTOMOTİV GÜVENCESİYLE HAYALİNİZDEKİ ARACA SAHİP OLUN.**",1640000,30840875.0,09 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017.0,109.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2017-model/30175010,"**Sahibinden Tertemiz sorunsuz Aile arabası   
2017 VW PASSAT 1.6TDI HIGLINE DSG  
  
ARACIMIZ 149990 KM DEDİR. (Aktif kullanılıyor ) BAKIMLI VE MÜKEMMEL** KONDİSYONDADIR.  
  
**TAVAN VE BAGAJ HARİCİNDE  BOYA VARDIR  
  
Aracın kavrama - volan ve balataları 11.06.2025 de değiştirilmiştir.(Her 150 bin km de değişimi öneriliyor)  
  
 Hasar kaydı 3050 TL   
  
19.10.2026 tarihine kadar muayenesi vardır   
 Araç gönül rahatlığıyla binilebilecek temiz bir araçtır. Pazarlık usulüne göre yapılabilir.  
Yeni sahibine hayırlı olsun.**",1370000,30175010.0,12 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017.0,149.990 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Arka Kaput, Tavan"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/ikra-motor-s-2017-model-highline-passat-lansman-rengi/30828352,"**İKRA MOTOR'S ﻿**

**﻿EKSPERTİZ**

**SAĞ SOL YANLARDA BİR KAÇ PARÇ TEMİZLİK**

**BOYASI VAR HARİCİ HATASIZ**

**TRAMER**

**30.000₺**

ARAÇLARIMIZA 12-24-36-48 AY'A VARAN KREDİ İŞLEMLERİ TARAFIMIZCA AYNI GÜN İÇİNDE YAPILMAKTADIR…

**AYRICA BÜTÜN KREDİ KARTLARINA 12  AY TAKSİT İMKANIMIZ MEVCUTTUR**

**ADRES**

İSTOÇ OTO TİCARET MERKEZİ K BLOK 

NO: 30 BAĞCILAR/İST

TEL: 05434412323

**ABDULLAH BEY**",1550000,30828352.0,08 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017.0,110.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon","Sol Arka Çamurluk, Sol Arka Kapı","Sağ Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/30383858,"BAŞLICA ÖZELLİKLERİ

CAM TAVAN

KATLANIR AYNA

U LED FARLAR

İÇ KAHVERENGİ DÖŞEME

ÜÇ YÖNLÜ DİJİTAL KLİMA

AMBİYANS İÇ AYRINLATMA

GÜNDÜZ LETİ

HIZ SABİTLEYİCİ

FAR SENSÖRÜ

YAĞMUR SENSÖRÜ

ÖN ARKA KOL DAYAMA

START STOP

F 1 VİTES

YOKUŞ KALKIŞ DESTEĞİ

USB-AUX- BLUETOOTH-RADYO

KLİMA

YOL BİLGİSAYARI

LASTİK BASINÇ SENSÖRÜ

SOĞUTMALI TORPİDO

YOKUŞ KALKIŞ DESTEĞİ

4 CAM OTOMATİK

OTOMATİK KARARAN DİKİZ AYNALARI

YÖNE DUYARLI SİS FARI

YOL BİLGİSAYARI

DERİ FONKSİYONEL AYARLANABİLİR DİREKSİYON

İSOFİX

KM 215.000

Exper durumu;

Araçta

değişen yoktur

Boyalı parça yoktur

Hasar kaydı yoktur

Sadece Sağ arka kapı ve çamurluk arasında  kuru çekiçle ufak bir düzeltme var.

Muayenesi;

01.01.2027 ya kader geçerli

Performansı mükemmel

Şanzımanda hiç bir sıkıntı yoktur

İstediğiniz Expere gösterebilirsiniz

Pilot Garage tarafından Exper raporları mevcuttur. Ön lastikler sıfır arka Lastikleri iyi durumdadır. Hihgline jantları vardır. Aküsü sıfır garantisi var 2 yıl.",1320000,30383858.0,22 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,215.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2016-model/29853070,"Aracim aile aracidir temiz bakimli  
Sadce 3 tane lokal ekspertiz resimleri var  
Aracim haylant dolusu   
Jant  
Far  
Far yikama  
Tablet ekran  
20 bin hasar kaydi var   
Takas düşünülür   
Arac ankara ve istanbulda olur  
Numara annemin yazarsaniz hemen dönüş yapacağım",1225000,29853070.0,26 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,231.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,"Sol Arka Çamurluk, Sağ Ön Kapı, Sol Arka Kapı",-,-,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Tavan, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/basak-otomotiv-2-el-den-degisensiz-tramersiz-passat-87-bin-km/30870242,"Başak Otomotiv 2.EL’den

2018 Volkswagen Passat Comfortline

1598 cc 120 Hp

Orjinal 87 Bin Kilometre

Trafik Çıkış 18.03.2019

Değişensiz Tramersiz

Aracımız Bakımlı ve Temizdir

Temizlik Amaçlı Sağ ve Sol Yan Kısımlarında Çizik Boyası Vardır

Bakımları Tam ve Eksiksiz Şanzuman ve Vites Geçişleri Kusursuzdur

Yedek Anahtar ve Kitapçıkları Mevcuttur

Tüvtürk Muayene 28.08.2025 Tarihine Kadar Geçerlidir

Özellikler ;

7 İleri Dsg

Ön ve Arka Park Sensörü

F1 Vites

17 inc Alaşım Jant

Elektrikli Park Freni

Anahtarsız Çalıştırma

Far Sensörü

Yağmur Sensörü

Elektrikli Bel Destekli Sürücü Koltuğu

Çift Yönlü Digital Klima

Abs - Asr - Esp

Bluetooth

Yol Bilgisayarı

Hız Sabitleyici

Tablet Ekran

Start Stop

İsofix

Ön ve Arka Kol Dayama

Lastik Basınç Sensörü

Auto Hold

Fonksiyonel Deri Direksiyon

BEKİR ONUR BIÇAK

0534 362 91 93

Seyitnizam Mahallesi Demirciler Sitesi 10.yol No : 6/8/12

Zeytinburnu İstanbul

İkinci EL Kara Taşıtları Yetki Belge No : 3409686",1475000,30870242.0,10 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,87.538 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Arka Kaput, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon","Sağ Arka Çamurluk, Sol Arka Çamurluk","Sağ Arka Kapı, Sağ Ön Kapı, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2017-model/28736630,Aracım 145\*\*\* binde sadece sağ ön çamurluk değişen ve şoför kapısı söktak olup 5000 TL tramer kaydı var içi bej,1400000,28736630.0,17 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,160.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,Sağ Ön Çamurluk,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/cankardesler-den-hesapli-dizel-otomatik-passat/30234877,Aracımızın motor mekanik yürüyeni sıkıntısız olup iki parça değişen üç parça boya vardır hasar kaydı yoktur aracımız takas olmaz nakit satılıktır fiyat uygun tutulmuştur detaylı bilgi için arayınız,915000,30234877.0,15 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,378.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sol Arka Çamurluk, Sağ Ön Kapı, Sol Ön Çamurluk","Sağ Arka Kapı, Motor Kaputu",-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2014-model/30114644,2015cıkışlı 1deyisen camurluk sağda 2.5boya hasar kaydı 5bin harici hatasız,1325000,30114644.0,10 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2014.0,238.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2012-model/29769486,Degisensiz düşük kilometre içi bej özel dikim kılıf,950000,29769486.0,21 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,186.500 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun Değil,Sahibinden,-,-,"Sağ Arka Kapı, Sağ Ön Kapı",-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/fatih-otomotiv-den-2020-volkswagen-passat-1-6-tdi-business/30002202,"***FATİH OTOMOTİV'DEN***

***2020******MODEL***

***VOLKSWAGEN***

***PASSAT BUSİNESS***

***1.6 TDI***

***ARAÇ ÖZELLİKLERİ***

***ANAHTARSIZ ÇALIŞTIRMA***

***START&STOP***

***LED GÜNDÜZ FARLARI***

***KLİMA***

***8 RENKLİ TABLET DOKUNMATİK EKRAN***

***APPLE CAR PLAY***

***ANDROİD AUTO***

***AUTO HOLD***

***YOKUŞ KALKIŞ ASİSTANI***

***LED FARLAR***

***ÖN ARKA PARK SENSÖRLERİ***

***YOL BİLGİSAYARI***

***YOKUŞ KALKIŞ DESTEĞİ***

***YORGUNLUK ALGILAYICI***

***ELEKTRONİK EL FRENİ***

***OTOMATİK VİTES***

***ÖN KOL DAYAMA***

***ELEKTRİKLİ VE ISITMALI YAN AYNALAR***

***FAR VE YAĞMUR SENSÖRÜ***

***YOL BİLGİSAYARI***

***FONKSİYONEL DİREKSİYON***

***LASTİK BASINÇ SENSÖRÜ***

***İSOFİX***

***ARAÇ EXPER DURUMU***

***SOL İKİ BOYALI***

***SAG İKİ KAPI BOYALI***

***SAG ARKA CAMURLUK BOYALI***

***HASAR KAYDİ***

***28.800 TL***

***GELMEKTEDİR***

***************************************YEDEK ANAHTARİ VE KİTAPCIKLARİ***************************************

**********MEVCUTTUR**********

***************\*\*\*\*\*\*\*\*\*\*SATILIK\*\*\*\*\*\*\*\*\*\****************

***************![](https://i.imgflip.com/3izsbu.gif)***************",1715000,30002202.0,02 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020.0,66.500 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Sol Arka Çamurluk, Tavan, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sol Arka Kapı, Sol Ön Kapı",-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/bakimli-2014-volkswagen-passat-1-6-tdi-comfortline-dsg/30879051,"ARAÇ ORJİNAL 245 BİN KM’DEDİR.  
  
ARAÇTA ÖN KAPUT VE SAĞ ÖN ÇAMURLUK DEĞİŞMİŞ OLUP SOL ARKA ÇAMURLUK TAM BAGAJ KAPAĞI LOKAL BOYALIDIR.

TRAMER KAYDI SADECE : 1,140 TL’DİR.  
ARACIN EXPERTİZ RAPORU , TRAMER SORGUSU , KM SORGUSU FOTOĞRAFLARDA MEVCUTTUR.  
  
ARACIN MOTOR ŞANZIMAN SORUNSUZ OLUP BAKIMLI VE MASRAFSIZDIR.

* ARAÇTA DONANIM

ÇİFT YÖNLÜ DİJİTAL KLİMA  
F 1 VİTES  
START STOP  
YOKUŞ KALKIŞ DESTEĞİ  
OTOMATİK YAĞMUR FAR SENSÖRÜ  
BÜYÜK EKRAN   
HIZ SABİTLEYİCİ  
ABS ASR ESP  
BLUETOOTH TELEFON BAĞLANTISI  
FONKSİYONEL DERİ DİREKSİYON  
PARK SENSÖRÜ   
ÇELİK JANT SİS LAMBASI VS MEVCUTTUR.",859000,30879051.0,10 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,245.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Arka Kaput,Sol Arka Çamurluk,"Sağ Ön Çamurluk, Motor Kaputu",-
